Country,Holiday,Start Date,End Date
China Holidays,Teachers' Day,2019-09-10,2019-09-11
China Holidays,National Day Golden Week holiday,2017-10-03,2017-10-04
China Holidays,Double Ninth Festival,2017-10-28,2017-10-29
China Holidays,Spring Festival Eve,2018-02-15,2018-02-16
China Holidays,Spring Festival Golden Week holiday,2018-02-17,2018-02-18
China Holidays,Arbor Day,2018-03-12,2018-03-13
China Holidays,Dragon Boat Festival,2018-06-18,2018-06-19
China Holidays,Spring Festival Golden Week holiday,2019-02-06,2019-02-07
China Holidays,Arbor Day,2019-03-12,2019-03-13
China Holidays,Double Ninth Festival,2019-10-07,2019-10-08
China Holidays,Lantern Festival,2017-02-11,2017-02-12
China Holidays,Dragon Boat Festival,2017-05-30,2017-05-31
China Holidays,Spirit Festival,2017-09-05,2017-09-06
China Holidays,Lantern Festival,2018-03-02,2018-03-03
China Holidays,Mid-Autumn Festival,2018-09-24,2018-09-25
China Holidays,National Day,2018-10-01,2018-10-02
China Holidays,New Year's Day,2019-01-01,2019-01-02
China Holidays,Lantern Festival,2019-02-19,2019-02-20
China Holidays,International Women's Day,2019-03-08,2019-03-09
China Holidays,Qing Ming Jie,2019-04-05,2019-04-06
China Holidays,New Year's Day,2017-01-01,2017-01-02
China Holidays,Chinese New Year,2017-01-28,2017-01-29
China Holidays,Spring Festival Golden Week holiday,2017-01-29,2017-01-30
China Holidays,Teachers' Day,2018-09-10,2018-09-11
China Holidays,Dragon Boat Festival,2019-06-07,2019-06-08
China Holidays,International Women's Day,2017-03-08,2017-03-09
China Holidays,Chinese New Year,2018-02-16,2018-02-17
China Holidays,International Women's Day,2018-03-08,2018-03-09
China Holidays,Labour Day,2018-05-01,2018-05-02
China Holidays,Children's Day,2018-06-01,2018-06-02
China Holidays,Spirit Festival,2018-08-25,2018-08-26
China Holidays,National Day Golden Week holiday,2018-10-03,2018-10-04
China Holidays,Mid-Autumn Festival,2019-09-13,2019-09-14
China Holidays,National Day Golden Week holiday,2019-10-02,2019-10-03
China Holidays,National Day Golden Week holiday,2019-10-03,2019-10-04
China Holidays,Christmas Day,2019-12-25,2019-12-26
China Holidays,Spring Festival Eve,2017-01-27,2017-01-28
China Holidays,Labour Day,2017-05-01,2017-05-02
China Holidays,National Day,2017-10-01,2017-10-02
China Holidays,Mid-Autumn Festival,2017-10-04,2017-10-05
China Holidays,Christmas Day,2017-12-25,2017-12-26
China Holidays,Qing Ming Jie,2018-04-05,2018-04-06
China Holidays,Double Ninth Festival,2018-10-17,2018-10-18
China Holidays,Christmas Day,2018-12-25,2018-12-26
China Holidays,Spring Festival Eve,2019-02-04,2019-02-05
China Holidays,Chinese New Year,2019-02-05,2019-02-06
China Holidays,Labour Day,2019-05-01,2019-05-02
China Holidays,Spirit Festival,2019-08-15,2019-08-16
China Holidays,New Year's Day,2018-01-01,2018-01-02
China Holidays,National Day,2019-10-01,2019-10-02
China Holidays,Zhonghe Festival,2017-02-27,2017-02-28
China Holidays,Youth Day,2017-05-04,2017-05-05
China Holidays,Zhonghe Festival,2018-03-18,2018-03-19
China Holidays,Youth Day,2018-05-04,2018-05-05
China Holidays,Zhonghe Festival,2019-03-08,2019-03-09
China Holidays,Youth Day,2019-05-04,2019-05-05
China Holidays,Qing Ming Jie holiday,2017-04-02,2017-04-03
China Holidays,Qing Ming Jie holiday,2017-04-03,2017-04-04
China Holidays,Qing Ming Jie,2017-04-04,2017-04-05
China Holidays,Dragon Boat Festival holiday,2017-05-28,2017-05-29
China Holidays,Dragon Boat Festival holiday,2017-05-29,2017-05-30
China Holidays,Labour Day Holiday,2017-04-29,2017-04-30
China Holidays,Labour Day Holiday,2017-04-30,2017-05-01
China Holidays,Chinese Valentine's Day,2017-08-28,2017-08-29
China Holidays,Chinese Valentine's Day,2018-08-17,2018-08-18
China Holidays,Chinese Valentine's Day,2019-08-07,2019-08-08
Christian Holidays,Holy Saturday,2017-04-15,2017-04-16
Christian Holidays,Easter Monday,2017-04-17,2017-04-18
Christian Holidays,All Saints' Day,2017-11-01,2017-11-02
Christian Holidays,All Souls' Day,2017-11-02,2017-11-03
Christian Holidays,Christmas Day,2017-12-25,2017-12-26
Christian Holidays,Palm Sunday,2018-03-25,2018-03-26
Christian Holidays,Holy Saturday,2018-03-31,2018-04-01
Christian Holidays,Easter Monday,2018-04-02,2018-04-03
Christian Holidays,Pentecost,2018-05-20,2018-05-21
Christian Holidays,Trinity Sunday,2018-05-27,2018-05-28
Christian Holidays,Epiphany,2019-01-06,2019-01-07
Christian Holidays,Pentecost,2019-06-09,2019-06-10
Christian Holidays,Trinity Sunday,2019-06-16,2019-06-17
Christian Holidays,All Souls' Day,2019-11-02,2019-11-03
Christian Holidays,Christmas Eve,2019-12-24,2019-12-25
Christian Holidays,Ash Wednesday,2017-03-01,2017-03-02
Christian Holidays,Maundy Thursday,2017-04-13,2017-04-14
Christian Holidays,Ascension Day,2017-05-25,2017-05-26
Christian Holidays,Pentecost,2017-06-04,2017-06-05
Christian Holidays,Ash Wednesday,2018-02-14,2018-02-15
Christian Holidays,Maundy Thursday,2018-03-29,2018-03-30
Christian Holidays,Ascension Day,2018-05-10,2018-05-11
Christian Holidays,Whit Monday,2018-05-21,2018-05-22
Christian Holidays,All Souls' Day,2018-11-02,2018-11-03
Christian Holidays,Feast of the Immaculate Conception,2018-12-08,2018-12-09
Christian Holidays,Palm Sunday,2019-04-14,2019-04-15
Christian Holidays,Holy Saturday,2019-04-20,2019-04-21
Christian Holidays,Ascension Day,2019-05-30,2019-05-31
Christian Holidays,Whit Monday,2019-06-10,2019-06-11
Christian Holidays,Corpus Christi,2019-06-20,2019-06-21
Christian Holidays,First Sunday of Advent,2019-12-01,2019-12-02
Christian Holidays,Easter Sunday,2017-04-16,2017-04-17
Christian Holidays,Trinity Sunday,2017-06-11,2017-06-12
Christian Holidays,Corpus Christi,2017-06-15,2017-06-16
Christian Holidays,Feast of the Immaculate Conception,2017-12-08,2017-12-09
Christian Holidays,First Sunday of Advent,2018-12-02,2018-12-03
Christian Holidays,Christmas Eve,2018-12-24,2018-12-25
Christian Holidays,Ash Wednesday,2019-03-06,2019-03-07
Christian Holidays,All Saints' Day,2019-11-01,2019-11-02
Christian Holidays,Epiphany,2017-01-06,2017-01-07
Christian Holidays,Whit Monday,2017-06-05,2017-06-06
Christian Holidays,Assumption of Mary,2017-08-15,2017-08-16
Christian Holidays,First Sunday of Advent,2017-12-03,2017-12-04
Christian Holidays,Epiphany,2018-01-06,2018-01-07
Christian Holidays,Easter Sunday,2018-04-01,2018-04-02
Christian Holidays,Assumption of Mary,2018-08-15,2018-08-16
Christian Holidays,Feast of St Francis of Assisi,2018-10-04,2018-10-05
Christian Holidays,All Saints' Day,2018-11-01,2018-11-02
Christian Holidays,Christmas Day,2018-12-25,2018-12-26
Christian Holidays,Maundy Thursday,2019-04-18,2019-04-19
Christian Holidays,Easter Sunday,2019-04-21,2019-04-22
Christian Holidays,Easter Monday,2019-04-22,2019-04-23
Christian Holidays,Christmas Day,2019-12-25,2019-12-26
Christian Holidays,Palm Sunday,2017-04-09,2017-04-10
Christian Holidays,Feast of St Francis of Assisi,2017-10-04,2017-10-05
Christian Holidays,Christmas Eve,2017-12-24,2017-12-25
Christian Holidays,Corpus Christi,2018-05-31,2018-06-01
Christian Holidays,Assumption of Mary,2019-08-15,2019-08-16
Christian Holidays,Feast of St Francis of Assisi,2019-10-04,2019-10-05
Christian Holidays,Feast of the Immaculate Conception,2019-12-08,2019-12-09
Christian Holidays,Good Friday (regional holiday),2017-04-14,2017-04-15
Christian Holidays,Good Friday (regional holiday),2018-03-30,2018-03-31
Christian Holidays,Good Friday (regional holiday),2019-04-19,2019-04-20
Danish Holidays,Carnival,2017-02-26,2017-02-27
Danish Holidays,Easter Day,2017-04-16,2017-04-17
Danish Holidays,Christmas Day,2017-12-25,2017-12-26
Danish Holidays,New Year's Day,2018-01-01,2018-01-02
Danish Holidays,Whit Sunday,2018-05-20,2018-05-21
Danish Holidays,Christmas Day,2018-12-25,2018-12-26
Danish Holidays,2nd Christmas Day,2018-12-26,2018-12-27
Danish Holidays,Carnival,2019-03-03,2019-03-04
Danish Holidays,New Year's Eve,2019-12-31,2020-01-01
Danish Holidays,Palm Sunday,2017-04-09,2017-04-10
Danish Holidays,Good Friday,2017-04-14,2017-04-15
Danish Holidays,Labor Day / May Day,2017-05-01,2017-05-02
Danish Holidays,Whit Sunday,2017-06-04,2017-06-05
Danish Holidays,2nd Christmas Day,2017-12-26,2017-12-27
Danish Holidays,Palm Sunday,2018-03-25,2018-03-26
Danish Holidays,Maundy Thursday,2018-03-29,2018-03-30
Danish Holidays,Good Friday,2018-03-30,2018-03-31
Danish Holidays,Easter Monday,2018-04-02,2018-04-03
Danish Holidays,Labor Day / May Day,2018-05-01,2018-05-02
Danish Holidays,Whit Monday,2018-05-21,2018-05-22
Danish Holidays,Constitution Day,2018-06-05,2018-06-06
Danish Holidays,Christmas Eve,2018-12-24,2018-12-25
Danish Holidays,New Year's Day,2019-01-01,2019-01-02
Danish Holidays,Easter Monday,2019-04-22,2019-04-23
Danish Holidays,Whit Monday,2019-06-10,2019-06-11
Danish Holidays,Christmas Day,2019-12-25,2019-12-26
Danish Holidays,Maundy Thursday,2017-04-13,2017-04-14
Danish Holidays,Whit Monday,2017-06-05,2017-06-06
Danish Holidays,New Year's Eve,2017-12-31,2018-01-01
Danish Holidays,Ascension Day,2018-05-10,2018-05-11
Danish Holidays,Palm Sunday,2019-04-14,2019-04-15
Danish Holidays,Maundy Thursday,2019-04-18,2019-04-19
Danish Holidays,Good Friday,2019-04-19,2019-04-20
Danish Holidays,Easter Day,2019-04-21,2019-04-22
Danish Holidays,Labor Day / May Day,2019-05-01,2019-05-02
Danish Holidays,Ascension Day,2019-05-30,2019-05-31
Danish Holidays,Christmas Eve,2019-12-24,2019-12-25
Danish Holidays,New Year's Day,2017-01-01,2017-01-02
Danish Holidays,Easter Monday,2017-04-17,2017-04-18
Danish Holidays,Ascension Day,2017-05-25,2017-05-26
Danish Holidays,Constitution Day,2017-06-05,2017-06-06
Danish Holidays,Christmas Eve,2017-12-24,2017-12-25
Danish Holidays,Carnival,2018-02-11,2018-02-12
Danish Holidays,Easter Day,2018-04-01,2018-04-02
Danish Holidays,New Year's Eve,2018-12-31,2019-01-01
Danish Holidays,Constitution Day,2019-06-05,2019-06-06
Danish Holidays,2nd Christmas Day,2019-12-26,2019-12-27
Danish Holidays,Whit Sunday,2019-06-09,2019-06-10
Danish Holidays,Great Prayer Day,2017-05-12,2017-05-13
Danish Holidays,Great Prayer Day,2018-04-27,2018-04-28
Danish Holidays,Great Prayer Day,2019-05-17,2019-05-18
Danish Holidays,Daylight Saving Time starts,2017-03-26,2017-03-27
Danish Holidays,Daylight Saving Time ends,2017-10-29,2017-10-30
Danish Holidays,Daylight Saving Time starts,2018-03-25,2018-03-26
Danish Holidays,Daylight Saving Time ends,2018-10-28,2018-10-29
Danish Holidays,Daylight Saving Time starts,2019-03-31,2019-04-01
Danish Holidays,Daylight Saving Time ends,2019-10-27,2019-10-28
Dutch Holidays,Good Friday,2017-04-14,2017-04-15
Dutch Holidays,Easter Day,2017-04-16,2017-04-17
Dutch Holidays,King's Birthday,2017-04-27,2017-04-28
Dutch Holidays,Whit Monday,2017-06-05,2017-06-06
Dutch Holidays,New Year's Day,2018-01-01,2018-01-02
Dutch Holidays,Ascension Day,2018-05-10,2018-05-11
Dutch Holidays,Whit Monday,2018-05-21,2018-05-22
Dutch Holidays,Second Day of Christmas,2018-12-26,2018-12-27
Dutch Holidays,New Year's Day,2019-01-01,2019-01-02
Dutch Holidays,Good Friday,2019-04-19,2019-04-20
Dutch Holidays,Whit Sunday,2019-06-09,2019-06-10
Dutch Holidays,Easter Monday,2017-04-17,2017-04-18
Dutch Holidays,Ascension Day,2017-05-25,2017-05-26
Dutch Holidays,Christmas Day,2017-12-25,2017-12-26
Dutch Holidays,Second Day of Christmas,2017-12-26,2017-12-27
Dutch Holidays,Easter Day,2018-04-01,2018-04-02
Dutch Holidays,King's Birthday,2018-04-27,2018-04-28
Dutch Holidays,Easter Monday,2019-04-22,2019-04-23
Dutch Holidays,King's Birthday,2019-04-27,2019-04-28
Dutch Holidays,Ascension Day,2019-05-30,2019-05-31
Dutch Holidays,New Year's Day,2017-01-01,2017-01-02
Dutch Holidays,Whit Sunday,2017-06-04,2017-06-05
Dutch Holidays,Good Friday,2018-03-30,2018-03-31
Dutch Holidays,Easter Monday,2018-04-02,2018-04-03
Dutch Holidays,Whit Sunday,2018-05-20,2018-05-21
Dutch Holidays,Christmas Day,2018-12-25,2018-12-26
Dutch Holidays,Easter Day,2019-04-21,2019-04-22
Dutch Holidays,Whit Monday,2019-06-10,2019-06-11
Dutch Holidays,Christmas Day,2019-12-25,2019-12-26
Dutch Holidays,Second Day of Christmas,2019-12-26,2019-12-27
Dutch Holidays,St Nicholas' Eve/Sinterklaas,2017-12-05,2017-12-06
Dutch Holidays,New Year's Eve,2017-12-31,2018-01-01
Dutch Holidays,St Nicholas' Eve/Sinterklaas,2018-12-05,2018-12-06
Dutch Holidays,New Year's Eve,2018-12-31,2019-01-01
Dutch Holidays,St Nicholas' Eve/Sinterklaas,2019-12-05,2019-12-06
Dutch Holidays,New Year's Eve,2019-12-31,2020-01-01
Dutch Holidays,Christmas Eve,2017-12-24,2017-12-25
Dutch Holidays,Christmas Eve,2018-12-24,2018-12-25
Dutch Holidays,Christmas Eve,2019-12-24,2019-12-25
Dutch Holidays,Liberation Day,2017-05-05,2017-05-06
Dutch Holidays,Liberation Day,2018-05-05,2018-05-06
Dutch Holidays,Liberation Day,2019-05-05,2019-05-06
Finnish Holidays,Easter Monday,2017-04-17,2017-04-18
Finnish Holidays,May Day,2017-05-01,2017-05-02
Finnish Holidays,Whit Sunday,2017-06-04,2017-06-05
Finnish Holidays,Midsummer,2017-06-24,2017-06-25
Finnish Holidays,Easter Day,2018-04-01,2018-04-02
Finnish Holidays,Ascension Day,2018-05-10,2018-05-11
Finnish Holidays,Midsummer,2018-06-23,2018-06-24
Finnish Holidays,Christmas Eve,2018-12-24,2018-12-25
Finnish Holidays,Christmas Day,2018-12-25,2018-12-26
Finnish Holidays,St. Stephen's Day,2018-12-26,2018-12-27
Finnish Holidays,Epiphany,2019-01-06,2019-01-07
Finnish Holidays,Easter Day,2019-04-21,2019-04-22
Finnish Holidays,Whit Sunday,2019-06-09,2019-06-10
Finnish Holidays,Christmas Eve,2019-12-24,2019-12-25
Finnish Holidays,Good Friday,2017-04-14,2017-04-15
Finnish Holidays,Mother's Day,2017-05-14,2017-05-15
Finnish Holidays,All Saints' Day,2017-11-04,2017-11-05
Finnish Holidays,St. Stephen's Day,2017-12-26,2017-12-27
Finnish Holidays,Good Friday,2018-03-30,2018-03-31
Finnish Holidays,Mother's Day,2018-05-13,2018-05-14
Finnish Holidays,All Saints' Day,2018-11-03,2018-11-04
Finnish Holidays,Easter Monday,2019-04-22,2019-04-23
Finnish Holidays,Mother's Day,2019-05-12,2019-05-13
Finnish Holidays,Ascension Day,2019-05-30,2019-05-31
Finnish Holidays,Christmas Day,2019-12-25,2019-12-26
Finnish Holidays,Easter Day,2017-04-16,2017-04-17
Finnish Holidays,Midsummer Eve,2017-06-23,2017-06-24
Finnish Holidays,Independence Day,2017-12-06,2017-12-07
Finnish Holidays,Christmas Eve,2017-12-24,2017-12-25
Finnish Holidays,Christmas Day,2017-12-25,2017-12-26
Finnish Holidays,New Year's Day,2018-01-01,2018-01-02
Finnish Holidays,Epiphany,2018-01-06,2018-01-07
Finnish Holidays,Easter Monday,2018-04-02,2018-04-03
Finnish Holidays,Independence Day,2018-12-06,2018-12-07
Finnish Holidays,New Year's Day,2019-01-01,2019-01-02
Finnish Holidays,Good Friday,2019-04-19,2019-04-20
Finnish Holidays,Midsummer Eve,2019-06-21,2019-06-22
Finnish Holidays,Independence Day,2019-12-06,2019-12-07
Finnish Holidays,St. Stephen's Day,2019-12-26,2019-12-27
Finnish Holidays,New Year's Day,2017-01-01,2017-01-02
Finnish Holidays,Epiphany,2017-01-06,2017-01-07
Finnish Holidays,Ascension Day,2017-05-25,2017-05-26
Finnish Holidays,Father's Day,2017-11-12,2017-11-13
Finnish Holidays,May Day,2018-05-01,2018-05-02
Finnish Holidays,Whit Sunday,2018-05-20,2018-05-21
Finnish Holidays,Midsummer Eve,2018-06-22,2018-06-23
Finnish Holidays,Father's Day,2018-11-11,2018-11-12
Finnish Holidays,May Day,2019-05-01,2019-05-02
Finnish Holidays,Midsummer,2019-06-22,2019-06-23
Finnish Holidays,All Saints' Day,2019-11-02,2019-11-03
Finnish Holidays,Father's Day,2019-11-10,2019-11-11
French Holidays,Easter Day,2017-04-16,2017-04-17
French Holidays,Labor Day / May Day,2017-05-01,2017-05-02
French Holidays,WWII Victory Day,2017-05-08,2017-05-09
French Holidays,Mother's Day,2017-05-28,2017-05-29
French Holidays,Whit Sunday,2017-06-04,2017-06-05
French Holidays,Bastille Day,2017-07-14,2017-07-15
French Holidays,Christmas Eve,2017-12-24,2017-12-25
French Holidays,Christmas Day,2017-12-25,2017-12-26
French Holidays,New Year's Eve,2017-12-31,2018-01-01
French Holidays,New Year's Day,2018-01-01,2018-01-02
French Holidays,Easter Monday,2018-04-02,2018-04-03
French Holidays,WWII Victory Day,2018-05-08,2018-05-09
French Holidays,Ascension Day,2018-05-10,2018-05-11
French Holidays,Mother's Day,2018-05-27,2018-05-28
French Holidays,Assumption of Mary,2018-08-15,2018-08-16
French Holidays,Christmas Eve,2018-12-24,2018-12-25
French Holidays,New Year's Day,2019-01-01,2019-01-02
French Holidays,Mother's Day,2019-05-26,2019-05-27
French Holidays,Ascension Day,2019-05-30,2019-05-31
French Holidays,Father's Day,2019-06-16,2019-06-17
French Holidays,Bastille Day,2019-07-14,2019-07-15
French Holidays,All Saints' Day,2019-11-01,2019-11-02
French Holidays,Christmas Eve,2019-12-24,2019-12-25
French Holidays,Christmas Day,2019-12-25,2019-12-26
French Holidays,New Year's Day,2017-01-01,2017-01-02
French Holidays,Easter Monday,2017-04-17,2017-04-18
French Holidays,Ascension Day,2017-05-25,2017-05-26
French Holidays,Father's Day,2017-06-18,2017-06-19
French Holidays,Assumption of Mary,2017-08-15,2017-08-16
French Holidays,All Saints' Day,2017-11-01,2017-11-02
French Holidays,Whit Sunday,2018-05-20,2018-05-21
French Holidays,Father's Day,2018-06-17,2018-06-18
French Holidays,All Saints' Day,2018-11-01,2018-11-02
French Holidays,Easter Day,2019-04-21,2019-04-22
French Holidays,Easter Monday,2019-04-22,2019-04-23
French Holidays,WWII Victory Day,2019-05-08,2019-05-09
French Holidays,Whit Monday,2019-06-10,2019-06-11
French Holidays,Assumption of Mary,2019-08-15,2019-08-16
French Holidays,Armistice Day,2019-11-11,2019-11-12
French Holidays,New Year's Eve,2019-12-31,2020-01-01
French Holidays,Whit Monday,2017-06-05,2017-06-06
French Holidays,Armistice Day,2017-11-11,2017-11-12
French Holidays,Easter Day,2018-04-01,2018-04-02
French Holidays,Labor Day / May Day,2018-05-01,2018-05-02
French Holidays,Whit Monday,2018-05-21,2018-05-22
French Holidays,Bastille Day,2018-07-14,2018-07-15
French Holidays,Armistice Day,2018-11-11,2018-11-12
French Holidays,Christmas Day,2018-12-25,2018-12-26
French Holidays,New Year's Eve,2018-12-31,2019-01-01
French Holidays,Labor Day / May Day,2019-05-01,2019-05-02
French Holidays,Whit Sunday,2019-06-09,2019-06-10
French Holidays,Daylight Saving Time starts,2017-03-26,2017-03-27
French Holidays,Daylight Saving Time ends,2017-10-29,2017-10-30
French Holidays,Daylight Saving Time starts,2018-03-25,2018-03-26
French Holidays,Daylight Saving Time ends,2018-10-28,2018-10-29
French Holidays,Daylight Saving Time starts,2019-03-31,2019-04-01
French Holidays,Daylight Saving Time ends,2019-10-27,2019-10-28
German Holidays,New Year's Day,2017-01-01,2017-01-02
German Holidays,Valentine's Day,2017-02-14,2017-02-15
German Holidays,Shrove Monday,2018-02-12,2018-02-13
German Holidays,Maundy Thursday,2018-03-29,2018-03-30
German Holidays,Ascension Day,2018-05-10,2018-05-11
German Holidays,Maundy Thursday,2019-04-18,2019-04-19
German Holidays,St. Martin's Day,2019-11-11,2019-11-12
German Holidays,First Sunday Advent,2019-12-01,2019-12-02
German Holidays,Carnival/Shrove Tuesday,2017-02-28,2017-03-01
German Holidays,Whit Monday,2017-06-05,2017-06-06
German Holidays,Valentine's Day,2018-02-14,2018-02-15
German Holidays,Easter Monday,2018-04-02,2018-04-03
German Holidays,Mother's Day,2018-05-13,2018-05-14
German Holidays,National Day of Mourning,2018-11-18,2018-11-19
German Holidays,Christmas Eve,2018-12-24,2018-12-25
German Holidays,Saint Nicholas Day,2019-12-06,2019-12-07
German Holidays,Boxing Day,2019-12-26,2019-12-27
German Holidays,Good Friday,2017-04-14,2017-04-15
German Holidays,First Sunday Advent,2017-12-03,2017-12-04
German Holidays,Christmas Day,2017-12-25,2017-12-26
German Holidays,New Year's Eve,2017-12-31,2018-01-01
German Holidays,Carnival/Ash Wednesday,2018-02-14,2018-02-15
German Holidays,Palm Sunday,2018-03-25,2018-03-26
German Holidays,Good Friday,2018-03-30,2018-03-31
German Holidays,Whit Monday,2018-05-21,2018-05-22
German Holidays,Halloween,2018-10-31,2018-11-01
German Holidays,May Day,2019-05-01,2019-05-02
German Holidays,Carnival/Ash Wednesday,2017-03-01,2017-03-02
German Holidays,Boxing Day,2017-12-26,2017-12-27
German Holidays,Sunday of the Dead,2018-11-25,2018-11-26
German Holidays,Carnival/Ash Wednesday,2019-03-06,2019-03-07
German Holidays,Halloween,2019-10-31,2019-11-01
German Holidays,New Year's Eve,2019-12-31,2020-01-01
German Holidays,Mother's Day,2017-05-14,2017-05-15
German Holidays,Day of German Unity,2017-10-03,2017-10-04
German Holidays,St. Martin's Day,2017-11-11,2017-11-12
German Holidays,Sunday of the Dead,2017-11-26,2017-11-27
German Holidays,New Year's Day,2018-01-01,2018-01-02
German Holidays,Carnival/Shrove Tuesday,2018-02-13,2018-02-14
German Holidays,May Day,2018-05-01,2018-05-02
German Holidays,St. Martin's Day,2018-11-11,2018-11-12
German Holidays,Saint Nicholas Day,2018-12-06,2018-12-07
German Holidays,Boxing Day,2018-12-26,2018-12-27
German Holidays,Valentine's Day,2019-02-14,2019-02-15
German Holidays,Shrove Monday,2019-03-04,2019-03-05
German Holidays,Palm Sunday,2019-04-14,2019-04-15
German Holidays,Mother's Day,2019-05-12,2019-05-13
German Holidays,Ascension Day,2019-05-30,2019-05-31
German Holidays,National Day of Mourning,2019-11-17,2019-11-18
German Holidays,May Day,2017-05-01,2017-05-02
German Holidays,Saint Nicholas Day,2017-12-06,2017-12-07
German Holidays,Christmas Eve,2017-12-24,2017-12-25
German Holidays,Day of German Unity,2018-10-03,2018-10-04
German Holidays,First Sunday Advent,2018-12-02,2018-12-03
German Holidays,New Year's Eve,2018-12-31,2019-01-01
German Holidays,Whit Monday,2019-06-10,2019-06-11
German Holidays,Sunday of the Dead,2019-11-24,2019-11-25
German Holidays,Christmas Eve,2019-12-24,2019-12-25
German Holidays,Christmas Day,2019-12-25,2019-12-26
German Holidays,Shrove Monday,2017-02-27,2017-02-28
German Holidays,Palm Sunday,2017-04-09,2017-04-10
German Holidays,Ascension Day,2017-05-25,2017-05-26
German Holidays,Halloween,2017-10-31,2017-11-01
German Holidays,National Day of Mourning,2017-11-19,2017-11-20
German Holidays,Christmas Day,2018-12-25,2018-12-26
German Holidays,Good Friday,2019-04-19,2019-04-20
German Holidays,Day of German Unity,2019-10-03,2019-10-04
German Holidays,Maundy Thursday,2017-04-13,2017-04-14
German Holidays,Easter Monday,2017-04-17,2017-04-18
German Holidays,New Year's Day,2019-01-01,2019-01-02
German Holidays,Carnival/Shrove Tuesday,2019-03-05,2019-03-06
German Holidays,Easter Monday,2019-04-22,2019-04-23
German Holidays,Daylight Saving Time starts,2017-03-26,2017-03-27
German Holidays,Daylight Saving Time ends,2017-10-29,2017-10-30
German Holidays,Daylight Saving Time starts,2018-03-25,2018-03-26
German Holidays,Daylight Saving Time ends,2018-10-28,2018-10-29
German Holidays,Daylight Saving Time starts,2019-03-31,2019-04-01
German Holidays,Daylight Saving Time ends,2019-10-27,2019-10-28
German Holidays,Epiphany (regional holiday),2018-01-06,2018-01-07
German Holidays,Corpus Christi (regional holiday),2018-05-31,2018-06-01
German Holidays,Peace Festival (Bavaria),2018-08-08,2018-08-09
German Holidays,Assumption of Mary (regional holiday),2018-08-15,2018-08-16
German Holidays,Epiphany (regional holiday),2019-01-06,2019-01-07
German Holidays,Peace Festival (Bavaria),2019-08-08,2019-08-09
German Holidays,Assumption of Mary (regional holiday),2019-08-15,2019-08-16
German Holidays,Repentance Day (Saxony),2019-11-20,2019-11-21
German Holidays,Epiphany (regional holiday),2017-01-06,2017-01-07
German Holidays,Peace Festival (Bavaria),2017-08-08,2017-08-09
German Holidays,Assumption of Mary (regional holiday),2017-08-15,2017-08-16
German Holidays,Repentance Day (Saxony),2017-11-22,2017-11-23
German Holidays,Repentance Day (Saxony),2018-11-21,2018-11-22
German Holidays,Easter Day (Brandenburg),2017-04-16,2017-04-17
German Holidays,Whit Sunday (Brandenburg),2017-06-04,2017-06-05
German Holidays,Second Sunday Advent,2017-12-10,2017-12-11
German Holidays,Third Sunday Advent,2017-12-17,2017-12-18
German Holidays,Fourth Sunday Advent,2017-12-24,2017-12-25
German Holidays,Easter Day (Brandenburg),2018-04-01,2018-04-02
German Holidays,Whit Sunday (Brandenburg),2018-05-20,2018-05-21
German Holidays,Third Sunday Advent,2018-12-16,2018-12-17
German Holidays,Fourth Sunday Advent,2018-12-23,2018-12-24
German Holidays,Easter Day (Brandenburg),2019-04-21,2019-04-22
German Holidays,Whit Sunday (Brandenburg),2019-06-09,2019-06-10
German Holidays,Third Sunday Advent,2019-12-15,2019-12-16
German Holidays,Fourth Sunday Advent,2019-12-22,2019-12-23
German Holidays,Second Sunday Advent,2018-12-09,2018-12-10
German Holidays,Second Sunday Advent,2019-12-08,2019-12-09
German Holidays,Reformation Day,2017-10-31,2017-11-01
German Holidays,Reformation Day (regional holiday),2018-10-31,2018-11-01
German Holidays,Reformation Day (regional holiday),2019-10-31,2019-11-01
German Holidays,Corpus Christi (regional holiday),2017-06-15,2017-06-16
German Holidays,All Saints' Day (regional holiday),2017-11-01,2017-11-02
German Holidays,All Saints' Day (regional holiday),2018-11-01,2018-11-02
German Holidays,All Saints' Day (regional holiday),2019-11-01,2019-11-02
German Holidays,Corpus Christi (regional holiday),2019-06-20,2019-06-21
Greek Holidays,New Year's Day,2017-01-01,2017-01-02
Greek Holidays,Clean Monday,2017-02-27,2017-02-28
Greek Holidays,Easter Sunday,2017-04-16,2017-04-17
Greek Holidays,Easter Sunday,2018-04-08,2018-04-09
Greek Holidays,Polytechneio,2018-11-17,2018-11-18
Greek Holidays,Good Friday,2019-04-26,2019-04-27
Greek Holidays,The Restoration of Democracy,2019-07-24,2019-07-25
Greek Holidays,Dormition of the Holy Virgin,2019-08-15,2019-08-16
Greek Holidays,Polytechneio,2019-11-17,2019-11-18
Greek Holidays,Epiphany,2017-01-06,2017-01-07
Greek Holidays,The Three Holy Hierarchs,2017-01-30,2017-01-31
Greek Holidays,Good Friday,2017-04-14,2017-04-15
Greek Holidays,Labor Day / May Day,2017-05-01,2017-05-02
Greek Holidays,Dormition of the Holy Virgin,2017-08-15,2017-08-16
Greek Holidays,The Ochi day,2017-10-28,2017-10-29
Greek Holidays,Polytechneio,2017-11-17,2017-11-18
Greek Holidays,New Year's Day,2018-01-01,2018-01-02
Greek Holidays,The Three Holy Hierarchs,2018-01-30,2018-01-31
