Master Key,Dataset Key,Segment Type,Association Type,Channel,Hashtag,Handle,Post Content,Post Theme Type,Post Themes,Retweets,Replies,Likes,Post Time,Post Url,Handle Image Url
1,,KOL,Others,weibo,[],LU一丝,夏天就是烧烤和小龙虾的季节！！想想又嘴馋了（不过婚都结完了也不需要忍了吧）不过每次吃完那股油烟味真的是烦人，夏天衣服又轻薄，多洗就很容易褪色或者变的皱巴巴，尤其是贵重的衣服，真的好心疼！今天要来种草的就是一款洗衣神器，用起来超方便的！好多明星潮人都有同款的哦～​ ​​​​,Neutral,['Freedom'],1279,1662,535,2018-05-30 23:38,https://www.weibo.com/1839116047/Gj6dSt47G?from=page_1005051839116047_profile&wvr=6&mod=weibotime,https://tva4.sinaimg.cn/crop.0.63.166.166.50/6d9eaf0fjw8f76y7gzfl0j208c08cglk.jpg
1,,KOL,Others,weibo,[],圈内大神,容祖儿阿娇阿Sa郑希怡合影 龙虎豹蛇齐聚秀友情，看来容祖儿终于搞定签证准备参加阿娇在美国举行的派对啦，期待阿娇婚礼那天，一定要超幸福！ ​​​​,Positive,['Freedom'],811,695,1969,2018-05-25 19:58,https://www.weibo.com/2479684881/GijEo9EYa?from=page_1005052479684881_profile&wvr=6&mod=weibotime,https://tva3.sinaimg.cn/crop.0.0.1239.1239.50/93ccfd11jw1fah734uvz1j20yi0yi79f.jpg
1,,Consumer,Others,LRB,"['身体护理全靠TA', 'lamer']",Cindyyyy橙🍊,"偷偷告诉你们lamer面部护理在英国可以免费做🙈
Hello大家好 这里是橙子🍊
今天想和大家分享一下在英国做la mer的面部护理吧～我不太清楚其他地区护理怎么换的，听说国内是5000积分换一次，但是英国一般是不用积分就可以直接免费做这个facial的（这才是重点ok？我知道国内用积分换也算是免费的啊[吧唧R]）只要打开la mer的官网，找到book a service，然后就可以免费预约护理项目了，所有10分钟的项目，比如说眼部，手部，面部抗老等都是可以的～而且可以预约好几项[笑哭R]就算不买la mer的产品也可以（不要问我怎么发现的，会告诉你我是闲着无聊随便看看官网就发现了吗[笑哭R]）
至于50分钟的护理，柜姐说因为我是la mer的会员，平时经常买护肤品，所以任意购物就可以被邀请做护理了～
好了说说50分钟的护理吧，先是和sa约好一个时间，我约的周六下午1点，到了之后就会被带到小包间里面换衣服什么的，然后正式开始做护理，耳朵边放的音乐就像大海的声音，整个人都特别放松.
我提前说了希望做修复的护理，然后sa给我用了很多产品，像精萃液，浓缩修复精华，神奇面霜，面膜之类的都有用到，而且量很足～手臂和脖子感觉都用了磨砂清洁和身体乳，感觉很好[赞R]整个过程差不多1个小时，非常享受，做完感觉皮肤状态不错～而且还有lamer的底妆产品放在护理间，可以化好妆再回去[赞R]很贴心啦
做完之后我又买了面霜和面膜，sa送了化妆包和好几个面霜和眼霜的小样，然后就预约了下一次的护理，是一个月之后，主要sa说这个护理一个月一次就可以了[得意R]
对啦，我之前写过la mer10多样产品的测评，感兴趣的宝宝可以去看噢[害羞R]
希望对大家有所帮助噢～喜欢的记得点个赞[飞吻R]如果能关注就更好啦，我会经常分享和彩妆护肤旅行穿搭有关的内容，还有我在英国留学的日常生活[吧唧R]
最后，不爱看就别看，讨厌所有杠精和人身攻击者. 我自认为脾气已经很好了，之前也从来没有被怼过，况且我只是在分享我的发现，希望能对大家有帮助，碍着你了？说蹭护理的我也是无语，我是顾客，买了东西去做护理有什么不可以的？就算是10分钟的免费护理，也是品牌提供给潜在顾客的ok？我的sa都一样热情，不知道某些人在看不惯什么噢[偷笑R]还有怼了人也别删评论，我这个人不喜欢靠删评论来扭曲事实，敢做就要敢当. 我不会在意任何diss，你怼我，我和你讲道理，因为我受的教育不允许我有不礼貌的行为.
#身体护理全靠TA #lamer  @美妆情报局",Neutral,"['Freedom', 'Hope']",0,543,2919,2018-05-27 16:18,https://www.xiaohongshu.com/discovery/item/5b0a69cc278bd3303f45880f,https://img.xiaohongshu.com/avatar/5b002e83d2c8a53e9b234f57.jpg@80w_80h_90q_1e_1c_1x.jpg
1,,KOL,Others,weibo,[],阿花花酱,⏰  5.28 10:00am⭐️转+赞 抽2位朋友 送出这件百搭的牛仔短裤⭐️上期多次出镜的浅蓝色牛仔短裤，千呼万唤始出来~我们家的牛仔裤有多好不用多说吧，买过的都知道，上期的破洞短裤也是好评如潮。这款浅蓝色的牛仔短裤，版型有点像裙裤，A字型的大裤腿很显腿细。在口袋下方加了两个小小的破洞，配合 ​​​​...展开全文c,Neutral,['Freedom'],0,1636,1826,2018-05-27 11:45,https://www.weibo.com/1695958733/Gizh6pmsm?from=page_1005051695958733_profile&wvr=6&mod=weibotime,https://tva2.sinaimg.cn/crop.0.1.1242.1242.50/651646cdjw8epxws2cbojj20yi0yl0w9.jpg
1,,KOL,Others,weibo,[],圈内大神,林依晨老公 现实版李大仁上线！在对林依晨表思念时还不忘提醒老婆更博，瞬间老公变迷弟的画风～ ​​​​,Neutral,['Freedom'],774,830,1851,2018-05-30 15:28,https://www.weibo.com/2479684881/Gj317fPBG?from=page_1005052479684881_profile&wvr=6&mod=weibotime,https://tva3.sinaimg.cn/crop.0.0.1239.1239.50/93ccfd11jw1fah734uvz1j20yi0yi79f.jpg
1,,KOL,Others,weibo,['#时尚大师#'],时尚怪咖喵喵Miny,看不上淘宝爆款，也看烦了抖音同款，更厌倦穿大牌也撞衫，那么为什么不尝试一下更进阶的审美，让#时尚大师# 来帮你改变形象呢？详情请戳：O网页链接 ​​​​,Neutral,['Freedom'],888,477,2089,2018-05-26 14:00,https://www.weibo.com/3908572002/GiqJim3ig?from=page_1005053908572002_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.0.11.1125.1125.50/e8f81362ly8fmq3gv5m46j20v90vv0vz.jpg
1,,KOL,Others,weibo,[],圈内星爷,翟天临 感谢母校。翟天临给母校写了一封“家书”，说北电是曾养育自己的家，怀念像家人一样疼爱自己的老师们。难道预示着刚入围白玉兰奖最佳男配角，又一直被全世界催论文的翟博士要毕业了？可是只想问，翟博士你的毕业论文到底写完了吗？L一封家书的酷燃视频 ​​​​,Positive,['Freedom'],736,1639,1064,2018-05-26 22:14,https://www.weibo.com/5908204471/GitYacNNF?from=page_1005055908204471_profile&wvr=6&mod=weibotime,https://tvax3.sinaimg.cn/crop.19.0.264.264.50/006rQdSvly8fmpxz9d5elj308207c768.jpg
1,,KOL,Others,weibo,['#电视剧如果爱#'],圈内大神,张柏芝 哭戏 张柏芝女神回归首次担当制片并主演的电视剧#电视剧如果爱#昨日开播，首播收视破一开门红，颜值和演技告诉大家什么叫真正的“盛世美颜”俗话说岁月催人老，怎么不催你老呢？L圈内大神的秒拍视频 ​​​​,Neutral,['Freedom'],638,549,2238,2018-05-28 19:50,https://www.weibo.com/2479684881/GiLSsxXlz?from=page_1005052479684881_profile&wvr=6&mod=weibotime,https://tva3.sinaimg.cn/crop.0.0.1239.1239.50/93ccfd11jw1fah734uvz1j20yi0yi79f.jpg
1,,KOL,Others,weibo,"['#周末去哪里#', '#埃菲尔铁塔惨遭雷劈#']",新浪时尚,#周末去哪里#【#埃菲尔铁塔惨遭雷劈#】因巴黎当地遭受强烈的暴风雨“洗礼”，巴黎地标性建筑埃菲尔铁塔“不幸”遭雷劈，充当了一回“避雷针”。网友评论：是雷神的锤子砸偏了嘛。 ​​​​,Neutral,['Freedom'],487,449,2471,2018-05-30 11:41,https://www.weibo.com/1765148101/Gj1xbsz4G?from=page_1002061765148101_profile&wvr=6&mod=weibotime,https://tvax4.sinaimg.cn/crop.19.22.534.534.50/693605c5ly8fqx2xtjy3rj20g70g7jtj.jpg
1,,Consumer,Brand,weibo,['#良心安利#'],baobaoxue12,"给妹子们#良心安利#雪花秀的女神面膜，听说乔妹代言，特别拉好感有木有！作为一枚面膜大户，日常敷脸就像皇上翻牌子般例行公事，毕竟“真爱”众多到审美疲劳啊～然而自从在墨迹姐姐家敷过一片雪花秀润致焕活肌底精华面膜后，淡淡的中药味、即刻的镇静效果和水润的使用感，让我因为敏感痒痒的脸颊和鼻炎 ​
			...展开全文c",Neutral,['Freedom'],1093,1101,1201,2018-05-27 22:58,https://weibo.com/1143871251/GiDGq2rKl?refer_flag=1001030103_,https://tvax1.sinaimg.cn/crop.0.0.512.512.50/442e1713ly8fr5ben46j4j20e80e874n.jpg
1,,KOL,Others,weibo,[],圈内大神,这个儿童节，约上你的小伙伴来看舞啊~6月1日@苏恩Olivia 携绝世美颜入驻@斗鱼直播平台 开启热舞首播，一位真正用舞蹈和颜值征服所有男人的秀场皇后，不要吝啬你的喜欢，勇敢的pick吧！戳链接带你看时代美姬O网页链接 ​​​​,Neutral,['Freedom'],1187,983,1223,2018-05-30 20:30,https://www.weibo.com/2479684881/Gj4ZC0NSf?from=page_1005052479684881_profile&wvr=6&mod=weibotime,https://tva3.sinaimg.cn/crop.0.0.1239.1239.50/93ccfd11jw1fah734uvz1j20yi0yi79f.jpg
1,,KOL,Others,weibo,['#全民K歌我想和你唱#'],八鹅吃瓜酱,#全民K歌我想和你唱#你们敢说不羡慕他？设计师刘一扬在@全民K歌 报名后，意想不到被凤凰传奇邀请成为音乐派对的合唱搭档，平凡人也能和爱豆同台演唱！别说全村，至少是全家人的骄傲啊！点名表扬梦想的起点@全民K歌 O网页链接，要不是因为全民K歌的明星同框合唱，圆梦哪能这么顺畅啊！ ​​​​...展开全文c,Neutral,['Freedom'],421,1636,1324,2018-05-26 17:00,https://www.weibo.com/1822398137/GirUmfopJ?from=page_1035051822398137_profile&wvr=6&mod=weibotime,https://tvax4.sinaimg.cn/crop.109.22.194.194.50/6c9f96b9ly8fdostcu1p7j209q079q30.jpg
1,,KOL,Others,weibo,[],阿花花酱,当初的小不点们都开始有大狗的样子啦还有一只长成了emoji🐶的样子 ​​​​,Neutral,['Freedom'],0,37,3343,2018-05-29 22:54,https://www.weibo.com/1695958733/GiWvU2eh0?from=page_1005051695958733_profile&wvr=6&mod=weibotime,https://tva2.sinaimg.cn/crop.0.1.1242.1242.50/651646cdjw8epxws2cbojj20yi0yl0w9.jpg
1,,KOL,Others,weibo,[],YouTube精彩视频,非洲一位大兄dei因为喜欢黑豹，买了一件偶像同款T恤。别说了，我仿佛看到了网购的自己...LYouTube精彩视频的秒拍视频 ​​​​,Neutral,['Freedom'],312,1714,1344,2018-05-30 20:13,https://www.weibo.com/1748548681/Gj4SIoQWc?from=page_1005051748548681_profile&wvr=6&mod=weibotime,https://tva1.sinaimg.cn/crop.0.0.511.511.50/6838bc49gw1es6yp1rx9oj20e80e8mxt.jpg
1,,Consumer,Brand,weibo,['#征服不设限#'],追风少年刘全有,水不仅仅是优柔，更可以是力量！这才是作为一个男人应该有的觉悟啊~为冯唐老师的才华献出膝盖，此处感谢@碧欧泉Biotherm ，福利传送门网页链接 ，立即Get冯唐老师同款碧欧泉男士水动力保湿乳！#征服不设限#,Neutral,['Freedom'],409,1375,1573,2018-05-28 19:28,https://weibo.com/2150511032/GiLJq3Ybp?refer_flag=1001030103_,https://tvax3.sinaimg.cn/crop.0.0.512.512.50/802e31b8ly8fpmptotorzj20e80e8mxr.jpg
1,,KOL,Others,weibo,[],娱乐扒姐姐,王凯毛晓彤 因为爱情  《跨界歌王》两人情歌对唱，真的是甜得不行。王凯低音炮沉稳舒缓，毛晓彤女声也是让人惊艳，没想到她唱歌也不错，和王凯搭配相得益彰，让人听着都想谈个恋爱了。L新浪综艺的秒拍视频 ​​​​,Neutral,['Freedom'],790,1034,1531,2018-05-27 13:20,https://www.weibo.com/2436241730/GizTzDHq8?from=page_1005052436241730_profile&wvr=6&mod=weibotime,https://tva1.sinaimg.cn/crop.0.0.180.180.50/91361942jw8f06b3385asj2050050dfr.jpg
1,,KOL,Others,weibo,[],衣锦夜行的燕公子,我真的觉得有小虎牙的人特别有俏皮的少年气。羡慕虎牙。 ​​​​,Neutral,['Freedom'],965,330,2038,2018-05-28 17:41,https://www.weibo.com/1769165581/GiL2gAEYc?from=page_1005051769165581_profile&wvr=6&mod=weibotime,https://tva3.sinaimg.cn/crop.0.0.640.640.50/6973530djw8efnj94tjzdj20hs0hsmy0.jpg
1,,KOL,Others,weibo,"['#美不设限#', '#向中国设计致敬#']",红鹤笔记,看惯了服装的走秀，前些天居然还出现被子的走秀？这场大秀简直美上天了！这个中国品牌用华贵大气的设计证明了#美不设限# ，@富安娜官方微博 将家纺的设计融进了T台，用原创的艺术 #向中国设计致敬# ， 快来pick视频里你最喜欢的一套富安娜look吧！L全球热门视频的秒拍视频 ​​​​,Neutral,['Freedom'],541,1221,1571,2018-05-30 19:55,https://www.weibo.com/1874025570/Gj4Ln4Aen?from=page_1005051874025570_profile&wvr=6&mod=weibotime,https://tvax2.sinaimg.cn/crop.0.0.1241.1241.50/6fb35c62ly8ff0cdqeeqej20yi0yhtcb.jpg
1,,Consumer,Brand,weibo,['#源自深海的璀璨焕白#'],浩然Jun,"#源自深海的璀璨焕白#夏天悄无声息逼近，美白功课紧急提上日程！但往往美白同时会担心肌肤更加干燥敏感，关于如何健康的美白就不得不提最爱的@LAMER海蓝之谜 ，一直使用焕白璀璨精华液，保湿修护的同时，让肌肤透出健康白皙，真心喜欢这种自然透亮感。近期新推出的焕白璀璨精华面膜更是让肌肤回归初生 ​
			...展开全文c",Neutral,['Freedom'],1033,1234,1059,2018-05-29 19:30,https://weibo.com/1806836937/GiVaIvboJ?refer_flag=1001030103_,https://tva1.sinaimg.cn/crop.0.0.750.750.50/6bb224c9jw8f52r408coxj20ku0ku75s.jpg
1,,KOL,Others,weibo,[],娱乐扒姐姐,戚薇蛋卷头美腻啊！今天戚薇出席活动，肤白貌美大长腿，佩戴各种墨镜吸睛指数100+！！！今天也是酷酷的戚哥了！ ​​​​,Positive,['Freedom'],540,1237,1519,2018-05-26 23:21,https://www.weibo.com/2436241730/Giup2rJL0?from=page_1005052436241730_profile&wvr=6&mod=weibotime,https://tva1.sinaimg.cn/crop.0.0.180.180.50/91361942jw8f06b3385asj2050050dfr.jpg
1,,KOL,Others,weibo,[],娱乐圈扒姑,阿娇把捧花给阿Sa视频来了！！你见证我的幸福，所以我希望你也幸福。好感动L娱乐圈扒姑的秒拍视频 ​​​​,Positive,"['Freedom', 'Hope']",752,856,1675,2018-05-26 20:37,https://www.weibo.com/2705119801/GitkF5S7L?from=page_1005052705119801_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.0.0.1242.1242.50/a13cda39ly8fn4uuysjadj20yi0yiacl.jpg
1,,KOL,Others,weibo,"['#女生福利#', '#许魏洲#']",新浪时尚,#女生福利#【#许魏洲#泰国演唱会连换五套造型】5月26日，@许魏洲ZZ 亚巡泰国站火爆开唱，这也是许魏洲时隔两年再次在泰国举办演唱会。当晚许魏洲花式表白现场来自全球不同国家的粉丝，演唱会上连换5套造型，时尚度爆表>>>O许魏洲泰国演唱会火爆 ​​​​,Neutral,['Freedom'],341,1683,1252,2018-05-28 15:30,https://www.weibo.com/1765148101/GiKaOm1Ht?from=page_1002061765148101_profile&wvr=6&mod=weibotime,https://tvax4.sinaimg.cn/crop.19.22.534.534.50/693605c5ly8fqx2xtjy3rj20g70g7jtj.jpg
1,,KOL,Others,weibo,[],姨太的吃瓜大会,小姐姐向肖战问路，啊啊啊啊肖战哥哥歪头认真指路的样子好温柔哦！帅哥问个路，请问去你心里怎么走？L姨太的吃瓜大会的秒拍视频 ​​​​,Neutral,['Freedom'],448,539,2285,2018-05-28 17:08,https://www.weibo.com/1895944731/GiKOFi5d1?from=page_1005051895944731_profile&wvr=6&mod=weibotime,https://tvax4.sinaimg.cn/crop.0.14.1000.1000.50/7101d21bly8fgi85pwecmj20rs0svk87.jpg
1,,KOL,Others,weibo,['#StarStyle#'],Augustine_M,#StarStyle# 吴世勋受邀出席Louis Vuitton 2019早春大秀，他也算是和LV合作比较久了，品牌秀场常客。 ​​​​,Neutral,[],179,880,2197,2018-05-29 11:41,https://www.weibo.com/3788285987/GiS6q7s1s?from=page_1005053788285987_profile&wvr=6&mod=weibotime,https://tvax2.sinaimg.cn/crop.0.0.1125.1125.50/e1cca823ly8frlxmpqejmj20v90v9go0.jpg
1,,KOL,Brand,weibo,['#SK-II#'],优里娜,正在候机准备从日本飞上海啦~ 刚刚逛完机场免税店，发现之前给你们推荐的#SK-II#小红鸾限量版神仙水在免税店有双瓶装，没忍住，又买了一套当囤货。神仙水我基本一年四季不断，这次的瓶身很戳我，活力红的颜色很热情又适合夏天，瓶身上一只黑色的小鸟在一群白色小鸟中特立独行，勇于追求自己的梦想。每 ​​​​...展开全文c,Neutral,['Freedom'],1029,1053,1139,2018-05-30 17:30,https://www.weibo.com/1685188223/Gj3Ow2u8O?from=page_1005051685188223_profile&wvr=6&mod=weibotime,https://tvax3.sinaimg.cn/crop.0.10.492.492.50/6471ee7fly8fn61almz3oj20do0e8dg9.jpg
1,,KOL,Others,weibo,['#王源#'],-IF时尚-,#王源#最新杂志大片出炉！在戛纳不只留下了红毯的精彩瞬间，还有海边的清爽与自在。@TFBOYS-王源 ​​​​,Neutral,['Freedom'],292,2165,763,2018-05-28 15:50,https://www.weibo.com/5321667468/GiKjgCjKV?from=page_1006065321667468_profile&wvr=6&mod=weibotime,https://tva4.sinaimg.cn/crop.37.42.940.940.50/005O9aOggw1euwm21sjd0j30sb0s375t.jpg
1,,KOL,Others,weibo,[],娱乐圈扒姑,张韶涵遗憾没参加阿娇婚礼 “对不起这次因为工作没能到现场见证这份幸福，看着你脸上的笑容让我由衷的替你感到开心，谢谢你一直以来的陪伴”。这就是友谊该有的样子吧，希望两位美丽善良的小姐姐可以一直幸福快乐下去 ​​​​,Positive,"['Freedom', 'Hope']",992,536,1675,2018-05-28 21:55,https://www.weibo.com/2705119801/GiMHj9CPK?from=page_1005052705119801_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.0.0.1242.1242.50/a13cda39ly8fn4uuysjadj20yi0yiacl.jpg
1,,KOL,Others,weibo,[],八鹅吃瓜酱,王俊凯真的好适合戴眼镜，斯斯文文的，最后一张动图还有wink杀 ​​​​,Neutral,['Freedom'],448,733,2018,2018-05-26 10:49,https://www.weibo.com/1822398137/GiptWsy9P?from=page_1035051822398137_profile&wvr=6&mod=weibotime,https://tvax4.sinaimg.cn/crop.109.22.194.194.50/6c9f96b9ly8fdostcu1p7j209q079q30.jpg
1,,KOL,Others,weibo,['#滑，上瘾#'],睿睿cheryl,#滑，上瘾# 【NARS Velvet Lip Glide 丝绒水雾柔滑唇霜】  转评里chou一位宝宝送一支～  这个是NARS新出的新品，叫唇霜呢因为质地像丝般顺滑细腻。感觉介于唇釉和唇膏之间，薄涂是丝绒质地厚涂是水润质地…一抹就能瞬间抚平唇纹，显色度也极佳～算是我近期最喜欢的唇部系列了。  试了四个颜色， ​​​​...展开全文c,Neutral,['Freedom'],1028,1149,1019,2018-05-26 21:00,https://www.weibo.com/1765874472/GittNgviC?from=page_1005051765874472_profile&wvr=6&mod=weibotime,https://tvax2.sinaimg.cn/crop.0.0.1125.1125.50/69411b28ly8fp5yod7zmmj20v90v9div.jpg
1,,KOL,Others,weibo,['#创造101#'],娱乐扒姐姐,【徐梦洁 没人发现】#创造101# 暗黑风格系木偶舞《Look what you made me do》燃炸全场！小彩虹徐梦洁的舞蹈和标志性笑容还是这么出众！苏芮琪、罗怡恬作为首次评级的实力担当却因队友太耀眼而被忽视，最近才被大家发觉才能出众的徐梦洁更自称这组“因为没人发现”“没有人被看到”让人心疼，五位成员 ​​​​...展开全文c,Neutral,['Freedom'],1046,974,1173,2018-05-26 21:10,https://www.weibo.com/2436241730/GitxPgxzo?from=page_1005052436241730_profile&wvr=6&mod=weibotime,https://tva1.sinaimg.cn/crop.0.0.180.180.50/91361942jw8f06b3385asj2050050dfr.jpg
1,,KOL,Others,weibo,['#GAI万里长城#'],圈内星爷,【GAI周延 新歌首发】#GAI万里长城#@GAI周延 高调回归！阔别许久，周延再度回归乐坛，携新专辑首波主打歌《万里长城》强势来袭！在单曲《万里长城》中他将自己的独特音乐GAI式说唱一展无余，将中国式流行与闪烁千古的历史糅合一体，让世界听到最华韵、最流行、最中国的“新华流说唱”！ ​​​​...展开全文c,Neutral,['Freedom'],569,1139,1479,2018-05-25 10:24,https://www.weibo.com/5908204471/GifTcCi8q?from=page_1005055908204471_profile&wvr=6&mod=weibotime,https://tvax3.sinaimg.cn/crop.19.0.264.264.50/006rQdSvly8fmpxz9d5elj308207c768.jpg
1,,KOL,Others,weibo,['#王凯跨界歌王#'],时尚COSMO,COSMO星光#王凯跨界歌王# 灵魂有趣又会唱歌的凯凯王@王凯kkw 又要粗线了~Juun.J的白色条纹上衣搭配黑色牛仔裤，是隔壁学长本人没错！期待王凯唱《尚好的青春》忆青春 ​​​​,Neutral,['Freedom'],451,580,2129,2018-05-26 20:33,https://www.weibo.com/1518966617/GitiN2gNZ?from=page_1002061518966617_profile&wvr=6&mod=weibotime,https://tvax2.sinaimg.cn/crop.0.0.300.300.50/5a899759ly8fidkhu0niaj208c08cq3p.jpg
1,,KOL,Others,weibo,[],圈内大神,黄子佼妻子 难得晒照秀恩爱的黄子佼，妻子孟耿如被称赞好少女，不过也有好多人觉得她撞脸了一大批女星，尤其是陈意涵，你们觉得呢？ ​​​​,Neutral,['Freedom'],886,991,1283,2018-05-27 21:53,https://www.weibo.com/2479684881/GiDg33l9i?from=page_1005052479684881_profile&wvr=6&mod=weibotime,https://tva3.sinaimg.cn/crop.0.0.1239.1239.50/93ccfd11jw1fah734uvz1j20yi0yi79f.jpg
1,,Consumer,Brand,weibo,['#奢宠白金#'],可妮_楠,"雅诗兰黛#奢宠白金#白金级花菁萃紧颜焕亮系列已经用了一段时间，虽然最近总往外跑但丝毫没有晒黑！而且身边的人也都说我的肌肤状态不错，最近已经安利给身边好多朋友这套了哈哈哈！ 一直都是黄皮的我用过的美白护肤品多到记不清，但迄今为止最让我印象深刻最有效的也就@雅诗兰黛 这套白金级花菁萃紧颜 ​
			...展开全文c",Neutral,['Freedom'],1115,1063,975,2018-05-26 18:00,https://weibo.com/2313635127/GisiHj0Tr?refer_flag=1001030103_,https://tvax2.sinaimg.cn/crop.0.0.1242.1242.50/89e74537ly8fphekfc0stj20yi0yite0.jpg
1,,Consumer,Brand,weibo,['#肌底微精华#'],Wwangt_,"应对肌肤小情绪，我有雅诗兰黛#肌底微精华# 肌肤能抵抗岁月的袭击，保持紧致、光滑、有弹性，永葆年轻活力状态是MM们的追求，我因为长期不规律的作息让肌肤陷入了“亚健康状态”，外油内干、闭口痘痘、毛孔则变得愈发明显。有段时间工作关系经常凌晨三四点睡，半夜饿了还经常吃烧烤小龙虾，等醒悟过来 ​
			...展开全文c",Neutral,['Freedom'],1043,1041,1044,2018-05-26 20:45,https://weibo.com/2231814502/GitnGcpYP?refer_flag=1001030103_,https://tvax4.sinaimg.cn/crop.0.0.512.512.50/8506c966ly8frddj7pvphj20e80e8q3c.jpg
1,,KOL,Others,weibo,[],芒果捞小萌主,陈立农 铁环裤，是农农style没错了满屏大长腿，陈立农“环”游世界了解一下！ ​​​​,Neutral,[],467,1161,1492,2018-05-27 18:36,https://www.weibo.com/5705021476/GiBY3ftcI?from=page_1005055705021476_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.14.22.480.480.50/006e5GHqly8fo7ugh7n6cj30e80e8ta6.jpg
1,,KOL,Others,weibo,[],正火视频,蔡徐坤 我永远记得“当我们老了，什么都不记得，我永远记得你说的爱我”那些爱你的人们，也会一直记得舞台上光芒万丈的你。 L正火视频的秒拍视频 ​​​​,Neutral,['Freedom'],775,703,1636,2018-05-26 12:42,https://www.weibo.com/3927044282/GiqdO38RG?from=page_1005053927044282_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.128.139.784.784.50/ea11f0baly8fmu8i4ktb7j20sg0qv79w.jpg
1,,KOL,Others,weibo,[],colouration,评论放你的美腿美背美胸照！ ​ ​​​​,Positive,['Freedom'],735,41,2313,2018-05-29 20:48,https://www.weibo.com/5998187176/GiVGq82Ls?from=page_1005055998187176_profile&wvr=6&mod=weibotime,https://tvax2.sinaimg.cn/crop.2.0.507.507.50/006xVMusly8fh0wjk4g4wj30e80e3mxk.jpg
1,,KOL,Others,weibo,[],VogueFilm,“做电影创作，就好像撑起一张网，要打捞起生活中那些被我们忽略了的情感。”导演@刘雨霖YULIN 在本期VogueFilm 中，分享了由她导演，胡歌、 汤唯 主演的的时装电影《在所有想见的地方》拍摄背后的故事。 ​​​​,Neutral,['Freedom'],372,1371,1345,2018-05-29 12:39,https://www.weibo.com/1655526104/GiSueE8us?from=page_1002061655526104_profile&wvr=6&mod=weibotime,https://tvax1.sinaimg.cn/crop.2.0.1238.1238.50/62ad52d8ly8fm61f7s8u1j20yi0yejsa.jpg
6,,Brand,Others,weibo,['#抗氧气垫CC#'],雅诗兰黛,夏日阳光，熬夜压力，辐射伤害，加重氧化危“肌”，黯沉、黯黄、疲惫，光彩不在？破解鲜活透亮的“肌”密，必备首款红石榴#抗氧气垫CC#！满蕴红石榴精粹，抗氧、祛黄、祛黯沉； SPF45/PA++++高倍防护，隔离外界伤害。美颜在线，养肤同步！想抢先拥有光鲜裸肌？即刻留言晒出你的肌肤问题，即有机会！ ​​​​,Neutral,['Freedom'],1541,1371,175,2018-05-25 19:00,https://www.weibo.com/1793598474/GijgLq7Ne?from=page_1006061793598474_profile&wvr=6&mod=weibotime,https://tva4.sinaimg.cn/crop.2.2.497.497.50/6ae8240ajw8f8ng3qvislj20dw0dw3z9.jpg
1,,KOL,Others,weibo,['#宫心计2深宫计#'],圈内大神,#宫心计2深宫计# 甜蜜意外令三恕再忆往昔，元玥能否逃离公主的魔爪今晚的剧情有点赤鸡，期待地搓搓小手～L宫心计2深宫计的秒拍视频 ​​​​,Neutral,['Freedom'],1121,1063,899,2018-05-30 20:10,https://www.weibo.com/2479684881/Gj4Rsoa9Q?from=page_1005052479684881_profile&wvr=6&mod=weibotime,https://tva3.sinaimg.cn/crop.0.0.1239.1239.50/93ccfd11jw1fah734uvz1j20yi0yi79f.jpg
1,,KOL,Others,weibo,"['#明星爱大牌#', '#宋茜#', '#热血街舞团#']",新浪时尚,#明星爱大牌# 【#宋茜#街舞girl酷甜搭配】#热血街舞团#@宋茜 造型盘点：Oversize的西装外套，亮色T恤卫衣单品，舒适牛仔运动衣，搭配夸张耳饰和帽子等饰品，酷劲十足又不失女孩的甜美，喜欢街舞的女孩儿可以借鉴一下哦>>>O《热血街舞团》宋茜造型盘点 ​​​​,Neutral,['Freedom'],281,498,2267,2018-05-26 10:30,https://www.weibo.com/1765148101/Gipm2xCYi?from=page_1002061765148101_profile&wvr=6&mod=weibotime,https://tvax4.sinaimg.cn/crop.19.22.534.534.50/693605c5ly8fqx2xtjy3rj20g70g7jtj.jpg
1,,KOL,Others,weibo,[],娱乐扒姐姐,今晚跑男里李晨真的太拼了，录制时候头部受伤不久，采访说自己心里有点阴影，但是玩起游戏来的时候还是用尽全力，率先拿下旗子。就像陈赫说的，李晨是一个值得信任可以依靠的人，拥有这样的队友真的超安心的了！ L娱乐扒姐姐的秒拍视频 ​​​​,Neutral,"['Freedom', 'Confidence']",1043,915,1086,2018-05-25 23:59,https://www.weibo.com/2436241730/GilegoYMV?from=page_1005052436241730_profile&wvr=6&mod=weibotime,https://tva1.sinaimg.cn/crop.0.0.180.180.50/91361942jw8f06b3385asj2050050dfr.jpg
